,Date,Year,Month,Day,Low,High,Open,Close,Change,Volume
2261,2009-05-01,2009,May,01,49.96,53.05,50.7,52.85,4.04,95.99
2260,2009-05-04,2009,May,04,52.36,54.78,52.6,54.58,3.27,56.19
2259,2009-05-05,2009,May,05,53.64,54.91,54.62,54.12,-0.84,96.87
2258,2009-05-06,2009,May,06,53.86,56.3,54.38,56.15,3.75,117.95
2257,2009-05-07,2009,May,07,55.43,58.22,56.3,56.47,0.57,124.38
2256,2009-05-08,2009,May,08,56.64,58.5,56.64,58.14,2.96,88.85
2255,2009-05-11,2009,May,11,56.31,58.09,57.8,57.48,-1.14,100.99
2254,2009-05-12,2009,May,12,56.87,58.91,57.3,57.94,0.8,107.74
2253,2009-05-13,2009,May,13,56.88,59.05,58.36,57.34,-1.04,73.0
2252,2009-05-14,2009,May,14,56.0,57.28,57.21,56.69,-1.13,19.36
2251,2009-05-15,2009,May,15,55.85,58.91,58.45,55.98,-1.25,113.75
2250,2009-05-18,2009,May,18,55.91,58.86,56.17,58.47,4.45,110.78
2249,2009-05-19,2009,May,19,57.69,59.65,58.5,58.92,0.77,121.96
2248,2009-05-20,2009,May,20,58.76,60.8,58.9,60.59,2.83,111.01
2247,2009-05-21,2009,May,21,58.83,60.68,60.37,59.93,-1.09,97.16
2246,2009-05-22,2009,May,22,59.61,60.94,60.12,60.78,1.42,75.69
2245,2009-05-25,2009,May,25,59.85,61.16,61.0,60.21,-0.94,12.3
2244,2009-05-26,2009,May,26,58.41,61.35,60.03,61.24,1.71,109.11
2243,2009-05-27,2009,May,27,60.99,62.75,61.43,62.5,2.06,102.96
2242,2009-05-28,2009,May,28,61.78,64.68,61.86,64.39,3.02,110.87
2241,2009-05-29,2009,May,29,63.96,65.8,64.02,65.52,1.75,105.96
2240,2009-06-01,2009,Jun,01,65.49,68.03,65.77,67.97,3.74,100.75
2239,2009-06-02,2009,Jun,02,67.05,68.55,67.44,68.17,0.29,113.24
2238,2009-06-03,2009,Jun,03,64.91,68.65,67.75,65.88,-3.36,132.92
2237,2009-06-04,2009,Jun,04,65.84,69.5,65.94,68.71,4.3,119.55
2236,2009-06-05,2009,Jun,05,67.35,69.91,68.66,68.34,-0.54,109.83
2235,2009-06-08,2009,Jun,08,66.88,68.79,67.79,67.88,-0.67,101.28
2234,2009-06-09,2009,Jun,09,68.24,70.06,68.66,69.62,2.56,100.86
2233,2009-06-10,2009,Jun,10,69.92,71.2,70.0,70.8,1.69,95.63
2232,2009-06-11,2009,Jun,11,70.63,72.27,70.87,71.79,1.4,93.93
2231,2009-06-12,2009,Jun,12,69.99,71.64,71.64,70.92,-1.21,74.56
2230,2009-06-15,2009,Jun,15,68.56,70.93,70.93,69.44,-2.09,22.93
2229,2009-06-16,2009,Jun,16,69.55,72.4,69.89,70.24,1.15,108.24
2228,2009-06-17,2009,Jun,17,69.02,71.12,70.0,70.85,0.87,111.36
2227,2009-06-18,2009,Jun,18,69.8,71.49,70.99,71.06,0.3,104.85
2226,2009-06-19,2009,Jun,19,68.63,71.96,71.37,69.19,-2.63,102.73
2225,2009-06-22,2009,Jun,22,66.12,69.62,69.47,66.98,-3.19,139.24
2224,2009-06-23,2009,Jun,23,65.9,69.25,66.89,68.8,2.72,137.45
2223,2009-06-24,2009,Jun,24,67.58,69.31,68.41,68.33,-0.68,121.48
2222,2009-06-25,2009,Jun,25,68.05,70.51,68.11,69.78,2.12,128.02
2221,2009-06-26,2009,Jun,26,68.5,70.81,70.0,68.92,-1.23,105.71
2220,2009-06-29,2009,Jun,29,68.1,71.42,68.95,70.99,3.0,102.02
2219,2009-06-30,2009,Jun,30,68.4,73.5,71.3,69.3,-2.38,166.26
2218,2009-07-01,2009,Jul,01,68.08,71.32,69.9,68.79,-0.74,146.08
2217,2009-07-02,2009,Jul,02,66.21,69.19,68.9,66.65,-3.11,137.41
2216,2009-07-03,2009,Jul,03,65.25,67.13,66.25,65.61,-1.56,47.66
2215,2009-07-06,2009,Jul,06,63.26,65.46,65.2,64.05,-2.38,109.85
2214,2009-07-07,2009,Jul,07,62.59,64.89,64.36,63.23,-1.28,135.05
2213,2009-07-08,2009,Jul,08,60.3,63.13,62.5,60.43,-4.43,155.15
2212,2009-07-09,2009,Jul,09,59.76,62.17,60.9,61.1,1.11,111.45
2211,2009-07-10,2009,Jul,10,59.53,61.44,61.43,60.52,-0.95,83.35
2210,2009-07-13,2009,Jul,13,59.49,61.59,60.66,60.69,0.28,90.25
2209,2009-07-14,2009,Jul,14,60.48,62.26,61.09,60.86,0.28,73.72
2208,2009-07-15,2009,Jul,15,61.33,63.83,61.35,63.09,3.66,51.88
2207,2009-07-16,2009,Jul,16,61.99,63.3,63.23,62.75,-0.54,8.45
2206,2009-07-17,2009,Jul,17,62.81,65.93,63.8,65.38,4.19,121.08
2205,2009-07-20,2009,Jul,20,65.03,66.76,65.03,66.44,1.62,105.9
2204,2009-07-21,2009,Jul,21,65.69,67.92,66.63,66.87,0.65,108.42
2203,2009-07-22,2009,Jul,22,65.5,67.48,66.37,67.21,0.51,117.2
2202,2009-07-23,2009,Jul,23,66.7,69.78,66.87,69.25,3.04,139.82
2201,2009-07-24,2009,Jul,24,68.69,70.46,68.78,70.32,1.55,88.1
2200,2009-07-27,2009,Jul,27,69.96,71.28,70.06,70.81,0.7,108.5
2199,2009-07-28,2009,Jul,28,69.07,71.36,70.57,69.88,-1.31,118.35
2198,2009-07-29,2009,Jul,29,66.14,69.89,69.42,66.53,-4.79,152.82
2197,2009-07-30,2009,Jul,30,66.36,70.37,66.37,70.11,5.38,131.17
2196,2009-07-31,2009,Jul,31,68.06,72.12,69.79,71.7,2.27,146.25
2195,2009-08-03,2009,Aug,03,71.5,73.95,71.98,73.55,2.58,112.16
2194,2009-08-04,2009,Aug,04,72.24,74.89,73.31,74.28,0.99,93.96
2193,2009-08-05,2009,Aug,05,73.2,75.62,74.65,75.51,1.66,117.95
2192,2009-08-06,2009,Aug,06,74.0,76.0,75.18,74.83,-0.9,126.86
2191,2009-08-07,2009,Aug,07,73.13,75.55,74.69,73.59,-1.66,103.29
2190,2009-08-10,2009,Aug,10,73.04,74.26,73.23,73.5,-0.12,77.5
2189,2009-08-11,2009,Aug,11,71.91,74.19,73.5,72.46,-1.41,86.31
2188,2009-08-12,2009,Aug,12,71.68,73.52,72.49,72.89,0.59,78.3
2187,2009-08-13,2009,Aug,13,72.96,74.72,73.24,73.48,0.81,63.69
2186,2009-08-14,2009,Aug,14,71.86,74.47,74.28,72.41,-1.46,9.76
2185,2009-08-17,2009,Aug,17,69.21,71.44,71.35,70.54,-2.58,109.86
2184,2009-08-18,2009,Aug,18,69.46,73.2,70.61,72.37,2.59,123.65
2183,2009-08-19,2009,Aug,19,71.17,74.9,73.13,74.59,3.07,154.56
2182,2009-08-20,2009,Aug,20,73.1,74.78,74.74,73.33,-1.69,96.09
2181,2009-08-21,2009,Aug,21,72.65,74.97,73.55,74.19,1.17,96.71
2180,2009-08-24,2009,Aug,24,73.82,74.75,74.21,74.26,0.09,87.63
2179,2009-08-25,2009,Aug,25,71.04,74.23,73.95,71.82,-3.29,132.86
2178,2009-08-26,2009,Aug,26,70.6,72.48,71.28,71.65,-0.24,131.46
2177,2009-08-27,2009,Aug,27,70.42,72.94,71.55,72.51,1.2,129.52
2176,2009-08-28,2009,Aug,28,71.9,73.35,72.96,72.79,0.39,118.04
2175,2009-08-31,2009,Aug,31,68.85,72.95,72.79,69.65,-4.31,98.85
2174,2009-09-01,2009,Sep,01,67.61,71.05,69.65,67.73,-2.76,150.67
2173,2009-09-02,2009,Sep,02,66.76,68.55,67.99,67.66,-0.1,133.66
2172,2009-09-03,2009,Sep,03,66.95,68.7,67.51,67.12,-0.8,124.38
2171,2009-09-04,2009,Sep,04,65.96,67.67,67.4,66.82,-0.45,120.76
2170,2009-09-07,2009,Sep,07,66.38,68.05,66.69,66.53,-0.43,46.68
2169,2009-09-08,2009,Sep,08,66.79,70.1,66.79,69.42,4.34,150.72
2168,2009-09-09,2009,Sep,09,69.09,70.88,69.45,69.83,0.59,140.77
2167,2009-09-10,2009,Sep,10,69.11,70.7,70.06,69.86,0.04,133.77
2166,2009-09-11,2009,Sep,11,67.05,70.77,69.95,67.69,-3.11,132.6
2165,2009-09-14,2009,Sep,14,66.66,68.0,67.68,67.44,-0.37,100.68
2164,2009-09-15,2009,Sep,15,66.68,67.93,67.55,67.35,-0.13,20.73
2163,2009-09-16,2009,Sep,16,69.01,71.72,69.56,71.67,6.41,143.59
2162,2009-09-17,2009,Sep,17,70.92,72.2,71.63,71.55,-0.17,130.08
2161,2009-09-18,2009,Sep,18,70.51,71.79,71.53,71.32,-0.32,102.66
2160,2009-09-21,2009,Sep,21,68.07,71.45,71.17,68.69,-3.69,140.56
2159,2009-09-22,2009,Sep,22,68.82,70.75,68.84,70.53,2.68,108.24
2158,2009-09-23,2009,Sep,23,67.3,70.48,70.39,67.99,-3.6,161.41
2157,2009-09-24,2009,Sep,24,64.58,67.98,67.56,64.82,-4.66,195.59
2156,2009-09-25,2009,Sep,25,64.08,65.85,64.81,65.11,0.45,132.66
2155,2009-09-28,2009,Sep,28,64.49,66.29,65.42,65.54,0.66,98.63
2154,2009-09-29,2009,Sep,29,64.66,66.0,65.93,65.49,-0.08,111.26
2153,2009-09-30,2009,Sep,30,65.0,69.34,65.35,69.07,5.47,174.47
2152,2009-10-01,2009,Oct,01,67.61,69.79,68.92,69.19,0.17,151.68
2151,2009-10-02,2009,Oct,02,66.74,68.74,68.65,68.07,-1.62,127.7
2150,2009-10-05,2009,Oct,05,65.9,68.69,67.45,68.04,-0.04,130.13
2149,2009-10-06,2009,Oct,06,67.66,69.74,68.11,68.56,0.76,122.91
2148,2009-10-07,2009,Oct,07,66.65,69.45,69.12,67.2,-1.98,141.29
2147,2009-10-08,2009,Oct,08,67.07,70.49,67.4,69.77,3.82,166.6
2146,2009-10-09,2009,Oct,09,68.85,70.56,69.35,70.0,0.33,127.86
2145,2009-10-12,2009,Oct,12,70.29,72.02,70.29,71.36,1.94,112.41
2144,2009-10-13,2009,Oct,13,70.84,72.83,71.13,72.4,1.46,119.86
2143,2009-10-14,2009,Oct,14,72.32,73.45,72.75,73.1,0.97,102.06
2142,2009-10-15,2009,Oct,15,72.84,74.65,73.4,74.45,1.85,15.07
2141,2009-10-16,2009,Oct,16,75.39,77.22,76.6,76.99,3.41,128.57
2140,2009-10-19,2009,Oct,19,76.51,77.87,77.09,77.77,1.01,118.85
2139,2009-10-20,2009,Oct,20,76.45,78.18,77.72,77.24,-0.68,144.63
2138,2009-10-21,2009,Oct,21,76.04,80.26,76.92,79.69,3.17,179.34
2137,2009-10-22,2009,Oct,22,78.3,79.93,79.41,79.51,-0.23,130.33
2136,2009-10-23,2009,Oct,23,78.05,80.15,79.73,78.92,-0.74,131.05
2135,2009-10-26,2009,Oct,26,76.62,80.1,78.49,77.26,-2.1,146.75
2134,2009-10-27,2009,Oct,27,76.42,78.45,77.23,77.92,0.85,166.28
2133,2009-10-28,2009,Oct,28,75.62,78.1,78.0,75.86,-2.64,150.38
2132,2009-10-29,2009,Oct,29,75.57,78.63,75.72,78.04,2.87,159.44
2131,2009-10-30,2009,Oct,30,75.09,78.23,78.19,75.2,-3.64,162.91
2130,2009-11-02,2009,Nov,02,74.98,77.08,75.24,76.55,1.8,153.81
2129,2009-11-03,2009,Nov,03,75.08,78.32,76.55,78.11,2.04,165.68
2128,2009-11-04,2009,Nov,04,77.67,79.45,77.79,78.89,1.0,148.88
2127,2009-11-05,2009,Nov,05,77.8,78.95,78.31,77.99,-1.14,132.48
2126,2009-11-06,2009,Nov,06,75.25,78.81,78.29,75.87,-2.72,174.37
2125,2009-11-09,2009,Nov,09,76.26,78.52,76.26,77.77,2.5,133.92
2124,2009-11-10,2009,Nov,10,76.36,78.92,77.5,77.5,-0.35,144.84
2123,2009-11-11,2009,Nov,11,77.07,78.62,77.7,77.95,0.58,131.12
2122,2009-11-12,2009,Nov,12,75.63,78.26,77.95,76.02,-2.48,133.14
2121,2009-11-13,2009,Nov,13,75.03,76.92,75.73,75.55,-0.62,16.46
2120,2009-11-16,2009,Nov,16,76.57,79.27,76.79,78.76,4.25,142.38
2119,2009-11-17,2009,Nov,17,78.02,79.56,78.8,78.97,0.27,125.36
2118,2009-11-18,2009,Nov,18,78.67,80.14,79.45,79.47,0.63,141.24
2117,2009-11-19,2009,Nov,19,77.2,79.79,79.4,77.64,-2.3,154.69
2116,2009-11-20,2009,Nov,20,76.5,78.15,77.93,77.2,-0.57,130.14
2115,2009-11-23,2009,Nov,23,77.12,79.58,77.55,77.46,0.34,151.34
2114,2009-11-24,2009,Nov,24,76.01,77.84,77.46,76.46,-1.29,190.78
2113,2009-11-25,2009,Nov,25,76.31,78.63,76.6,78.44,2.59,164.22
2112,2009-11-26,2009,Nov,26,76.95,78.31,78.31,76.99,-1.85,63.36
2111,2009-11-27,2009,Nov,27,73.7,77.37,77.18,77.18,0.25,159.39
2110,2009-11-30,2009,Nov,30,76.4,79.3,77.46,78.47,1.67,164.0
2109,2009-12-01,2009,Dec,01,78.25,79.91,78.42,79.35,1.12,147.91
2108,2009-12-02,2009,Dec,02,77.48,79.67,79.34,77.88,-1.85,150.41
2107,2009-12-03,2009,Dec,03,77.41,78.95,78.09,78.36,0.62,151.56
2106,2009-12-04,2009,Dec,04,76.94,79.8,77.59,77.52,-1.07,177.56
2105,2009-12-07,2009,Dec,07,76.28,78.25,77.83,76.43,-1.41,144.24
2104,2009-12-08,2009,Dec,08,75.08,77.02,76.78,75.19,-1.62,142.07
2103,2009-12-09,2009,Dec,09,72.0,76.19,75.47,72.39,-3.72,216.4
2102,2009-12-10,2009,Dec,10,71.15,73.26,72.75,71.86,-0.73,130.72
2101,2009-12-11,2009,Dec,11,71.02,72.6,71.85,71.88,0.03,109.28
2100,2009-12-14,2009,Dec,14,71.16,72.37,71.47,71.89,0.01,90.67
2099,2009-12-15,2009,Dec,15,71.57,72.81,72.04,72.05,0.22,81.09
2098,2009-12-16,2009,Dec,16,72.03,73.86,72.29,73.55,2.08,19.33
2097,2009-12-17,2009,Dec,17,72.35,74.78,74.78,73.37,-0.24,134.13
2096,2009-12-18,2009,Dec,18,72.76,74.84,73.2,73.75,0.52,156.21
2095,2009-12-21,2009,Dec,21,72.48,74.64,73.62,72.99,-1.03,83.85
2094,2009-12-22,2009,Dec,22,71.97,74.0,72.99,73.46,0.64,102.34
2093,2009-12-23,2009,Dec,23,73.24,75.66,73.61,75.45,2.71,113.26
2092,2009-12-24,2009,Dec,24,74.71,76.5,75.53,76.31,1.14,61.26
2091,2009-12-28,2009,Dec,28,76.2,77.42,76.3,77.32,1.32,45.92
2090,2009-12-29,2009,Dec,29,76.8,78.03,77.42,77.64,0.41,68.5
2089,2009-12-30,2009,Dec,30,77.51,78.65,77.53,78.03,0.5,75.65
2088,2009-12-31,2009,Dec,31,77.77,78.94,78.65,77.93,-0.13,56.43
2087,2010-01-04,2010,Jan,04,78.34,80.48,78.49,80.12,2.81,122.64
2086,2010-01-05,2010,Jan,05,79.75,80.84,80.29,80.59,0.59,131.75
2085,2010-01-06,2010,Jan,06,79.77,82.21,80.38,81.89,1.61,157.87
2084,2010-01-07,2010,Jan,07,81.05,82.05,82.0,81.51,-0.46,131.28
2083,2010-01-08,2010,Jan,08,80.59,82.05,81.51,81.37,-0.17,157.49
2082,2010-01-11,2010,Jan,11,80.41,82.45,81.53,80.97,-0.49,137.69
2081,2010-01-12,2010,Jan,12,78.49,80.86,80.55,79.3,-2.06,149.36
2080,2010-01-13,2010,Jan,13,77.04,79.09,78.49,78.31,-1.25,105.59
2079,2010-01-14,2010,Jan,14,77.49,78.98,78.55,77.82,-0.63,22.48
2078,2010-01-15,2010,Jan,15,76.81,78.35,78.35,77.11,-0.91,144.8
2077,2010-01-18,2010,Jan,18,76.39,77.59,76.91,77.1,-0.01,67.29
2076,2010-01-19,2010,Jan,19,75.37,77.85,77.23,77.63,0.69,202.06
2075,2010-01-20,2010,Jan,20,75.7,77.56,77.5,76.32,-1.69,152.77
2074,2010-01-21,2010,Jan,21,74.23,76.82,76.06,74.58,-2.28,176.44
2073,2010-01-22,2010,Jan,22,72.17,75.15,74.4,72.83,-2.35,181.08
2072,2010-01-25,2010,Jan,25,72.46,73.8,72.46,73.69,1.18,144.13
2071,2010-01-26,2010,Jan,26,72.45,73.7,73.69,73.29,-0.54,143.56
2070,2010-01-27,2010,Jan,27,71.28,73.62,73.2,72.24,-1.43,173.12
2069,2010-01-28,2010,Jan,28,71.51,73.11,72.36,72.13,-0.15,159.04
2068,2010-01-29,2010,Jan,29,71.02,73.28,72.2,71.46,-0.93,151.21
2067,2010-02-01,2010,Feb,01,71.13,73.65,71.35,73.11,2.31,150.86
2066,2010-02-02,2010,Feb,02,73.0,76.17,73.6,76.06,4.04,191.91
2065,2010-02-03,2010,Feb,03,75.46,76.99,75.8,75.92,-0.18,229.63
2064,2010-02-04,2010,Feb,04,71.43,75.95,75.9,72.13,-4.99,248.42
2063,2010-02-05,2010,Feb,05,67.87,72.52,72.13,69.59,-3.52,282.11
2062,2010-02-08,2010,Feb,08,69.21,70.82,70.36,70.11,0.75,160.46
2061,2010-02-09,2010,Feb,09,69.61,72.47,69.63,72.13,2.88,178.41
2060,2010-02-10,2010,Feb,10,70.83,73.0,71.89,72.54,0.57,141.05
2059,2010-02-11,2010,Feb,11,72.02,73.58,72.8,73.05,0.7,21.16
2058,2010-02-12,2010,Feb,12,71.65,74.0,73.91,72.9,-0.21,160.82
2057,2010-02-15,2010,Feb,15,72.29,73.15,73.12,72.51,-0.53,48.13
2056,2010-02-16,2010,Feb,16,72.55,76.0,72.62,75.68,4.37,149.99
2055,2010-02-17,2010,Feb,17,75.4,76.48,75.75,76.27,0.78,178.8
2054,2010-02-18,2010,Feb,18,75.27,78.0,75.85,77.78,1.98,186.46
2053,2010-02-19,2010,Feb,19,76.45,78.45,76.99,78.19,0.53,165.17
2052,2010-02-22,2010,Feb,22,77.85,78.94,78.44,78.61,0.54,142.73
2051,2010-02-23,2010,Feb,23,76.57,78.64,78.4,77.25,-1.73,179.35
2050,2010-02-24,2010,Feb,24,76.63,78.5,77.35,78.09,1.09,153.14
2049,2010-02-25,2010,Feb,25,75.29,78.42,77.74,76.29,-2.31,174.4
2048,2010-02-26,2010,Feb,26,75.91,77.99,76.45,77.59,1.7,145.25
2047,2010-03-01,2010,Mar,01,76.21,78.47,77.69,76.89,-0.9,136.79
2046,2010-03-02,2010,Mar,02,76.55,79.25,77.05,78.18,1.68,217.31
2045,2010-03-03,2010,Mar,03,77.88,79.58,78.27,79.25,1.37,174.63
2044,2010-03-04,2010,Mar,04,78.15,79.42,79.32,78.54,-0.9,186.73
2043,2010-03-05,2010,Mar,05,78.8,80.53,78.93,79.89,1.72,153.68
2042,2010-03-08,2010,Mar,08,79.45,80.92,80.21,80.47,0.73,143.12
2041,2010-03-09,2010,Mar,09,78.7,80.4,80.26,79.91,-0.7,130.85
2040,2010-03-10,2010,Mar,10,79.22,81.46,79.7,80.48,0.71,179.45
2039,2010-03-11,2010,Mar,11,79.65,80.67,80.25,80.28,-0.25,137.06
2038,2010-03-12,2010,Mar,12,78.7,81.29,80.41,79.39,-1.11,111.58
2037,2010-03-15,2010,Mar,15,77.27,79.53,79.09,77.89,-1.89,77.79
2036,2010-03-16,2010,Mar,16,77.25,79.86,77.6,79.02,1.45,17.22
2035,2010-03-17,2010,Mar,17,80.53,82.08,80.92,81.96,3.72,160.97
2034,2010-03-18,2010,Mar,18,80.9,81.9,81.9,81.48,-0.59,142.55
2033,2010-03-19,2010,Mar,19,79.2,81.42,81.42,79.88,-1.96,170.94
2032,2010-03-22,2010,Mar,22,78.0,80.8,79.61,80.54,0.83,159.63
2031,2010-03-23,2010,Mar,23,79.85,81.17,80.74,80.7,0.2,147.44
2030,2010-03-24,2010,Mar,24,78.9,80.37,80.37,79.62,-1.34,174.44
2029,2010-03-25,2010,Mar,25,79.2,80.46,79.43,79.61,-0.01,167.68
2028,2010-03-26,2010,Mar,26,78.77,80.68,79.36,79.29,-0.4,159.17
2027,2010-03-29,2010,Mar,29,79.48,81.9,79.48,81.17,2.37,137.93
2026,2010-03-30,2010,Mar,30,80.71,81.78,81.32,81.28,0.14,139.99
2025,2010-03-31,2010,Mar,31,81.1,82.82,81.14,82.7,1.75,152.05
2024,2010-04-01,2010,Apr,01,82.22,84.5,82.44,84.01,1.58,132.42
2023,2010-04-05,2010,Apr,05,84.05,86.09,84.47,85.88,2.23,61.25
2022,2010-04-06,2010,Apr,06,85.35,86.63,85.9,86.15,0.31,119.37
2021,2010-04-07,2010,Apr,07,85.16,86.47,85.97,85.59,-0.65,152.66
2020,2010-04-08,2010,Apr,08,84.2,85.55,85.35,84.81,-0.91,157.32
2019,2010-04-09,2010,Apr,09,83.95,85.94,85.18,84.83,0.02,154.82
2018,2010-04-12,2010,Apr,12,84.48,85.74,84.87,84.77,-0.07,139.42
2017,2010-04-13,2010,Apr,13,83.51,85.0,84.66,84.72,-0.06,121.59
2016,2010-04-14,2010,Apr,14,84.49,86.64,84.68,86.15,1.69,101.21
2015,2010-04-15,2010,Apr,15,86.1,87.58,86.28,87.17,1.18,18.9
2014,2010-04-16,2010,Apr,16,85.12,87.57,87.48,85.99,-1.35,190.54
2013,2010-04-19,2010,Apr,19,83.25,85.74,85.74,84.23,-2.05,200.19
2012,2010-04-20,2010,Apr,20,84.48,85.5,84.51,84.8,0.68,164.02
2011,2010-04-21,2010,Apr,21,84.59,86.16,85.17,85.7,1.06,207.89
2010,2010-04-22,2010,Apr,22,84.15,86.3,85.68,85.67,-0.04,220.27
2009,2010-04-23,2010,Apr,23,85.21,87.33,85.5,87.25,1.84,150.14
2008,2010-04-26,2010,Apr,26,86.46,87.75,87.27,86.83,-0.48,125.03
2007,2010-04-27,2010,Apr,27,85.2,87.15,86.83,85.78,-1.21,189.6
2006,2010-04-28,2010,Apr,28,84.88,86.3,85.29,86.16,0.44,187.87
2005,2010-04-29,2010,Apr,29,85.88,87.66,86.24,86.9,0.86,157.01
2004,2010-04-30,2010,Apr,30,86.75,87.72,87.09,87.44,0.62,162.74
2003,2010-05-03,2010,May,03,87.16,89.58,87.44,88.94,1.72,94.35
2002,2010-05-04,2010,May,04,85.16,89.05,88.76,85.67,-3.68,194.51
2001,2010-05-05,2010,May,05,82.13,85.95,85.2,82.61,-3.57,224.32
2000,2010-05-06,2010,May,06,77.51,82.98,82.65,79.83,-3.37,231.81
1999,2010-05-07,2010,May,07,77.58,80.65,79.87,78.27,-1.95,230.38
1998,2010-05-10,2010,May,10,78.89,81.76,78.9,80.12,2.36,173.96
1997,2010-05-11,2010,May,11,78.91,81.0,80.22,80.49,0.46,153.99
1996,2010-05-12,2010,May,12,79.93,81.72,80.2,81.2,0.88,120.96
1995,2010-05-13,2010,May,13,79.7,81.68,81.18,80.11,-1.34,120.46
1994,2010-05-14,2010,May,14,76.8,80.0,79.73,77.18,-3.66,27.81
1993,2010-05-17,2010,May,17,74.75,78.47,78.05,75.1,-2.7,200.85
1992,2010-05-18,2010,May,18,74.01,76.6,75.77,74.43,-0.89,216.55
1991,2010-05-19,2010,May,19,72.72,74.5,74.05,73.69,-0.99,224.49
1990,2010-05-20,2010,May,20,70.2,74.23,73.75,71.84,-2.51,243.99
1989,2010-05-21,2010,May,21,70.56,72.8,70.83,71.68,-0.22,183.16
1988,2010-05-24,2010,May,24,70.89,72.26,71.8,71.17,-0.71,137.7
1987,2010-05-25,2010,May,25,68.15,70.95,70.92,69.55,-2.28,192.34
1986,2010-05-26,2010,May,26,69.69,72.08,70.55,71.74,3.15,168.44
1985,2010-05-27,2010,May,27,71.08,74.95,71.14,74.66,4.07,169.29
1984,2010-05-28,2010,May,28,73.28,75.74,74.7,74.02,-0.86,142.58
1983,2010-05-31,2010,May,31,74.02,74.72,74.02,74.65,0.85,14.78
1982,2010-06-01,2010,Jun,01,71.51,75.39,74.82,72.71,-2.6,203.03
1981,2010-06-02,2010,Jun,02,71.97,74.63,72.32,73.75,1.43,176.17
1980,2010-06-03,2010,Jun,03,73.79,75.58,74.5,75.41,2.25,171.23
1979,2010-06-04,2010,Jun,04,71.48,76.55,75.25,72.09,-4.4,177.34
1978,2010-06-07,2010,Jun,07,70.5,72.95,71.55,72.12,0.04,140.83
1977,2010-06-08,2010,Jun,08,71.26,72.7,71.51,72.3,0.25,154.49
1976,2010-06-09,2010,Jun,09,72.01,74.75,72.5,74.27,2.72,142.45
1975,2010-06-10,2010,Jun,10,73.68,75.88,73.92,75.29,1.37,160.43
1974,2010-06-11,2010,Jun,11,73.6,75.72,75.38,74.35,-1.25,154.98
1973,2010-06-14,2010,Jun,14,74.44,76.33,74.51,75.2,1.14,183.18
1972,2010-06-15,2010,Jun,15,74.79,76.34,75.11,76.2,1.33,24.51
1971,2010-06-16,2010,Jun,16,76.6,78.56,77.19,78.14,2.55,162.55
1970,2010-06-17,2010,Jun,17,77.64,79.1,78.1,78.68,0.69,179.2
1969,2010-06-18,2010,Jun,18,77.25,78.86,78.46,78.22,-0.58,119.76
1968,2010-06-21,2010,Jun,21,77.73,79.86,78.49,78.82,0.77,149.05
1967,2010-06-22,2010,Jun,22,77.56,79.12,78.76,78.04,-0.99,123.0
1966,2010-06-23,2010,Jun,23,75.54,78.18,77.99,76.27,-2.27,164.56
1965,2010-06-24,2010,Jun,24,75.4,76.7,76.03,76.47,0.26,146.53
1964,2010-06-25,2010,Jun,25,75.72,78.5,76.42,78.12,2.16,158.18
1963,2010-06-28,2010,Jun,28,77.06,78.66,78.14,77.59,-0.68,114.96
1962,2010-06-29,2010,Jun,29,74.82,77.75,77.75,75.44,-2.77,168.85
1961,2010-06-30,2010,Jun,30,74.02,76.25,74.9,75.01,-0.57,207.09
1960,2010-07-01,2010,Jul,01,71.5,74.65,74.65,72.34,-3.56,211.21
1959,2010-07-02,2010,Jul,02,71.21,72.83,71.75,71.65,-0.95,136.17
1958,2010-07-05,2010,Jul,05,71.06,72.28,71.56,71.47,-0.25,46.92
1957,2010-07-06,2010,Jul,06,70.77,73.28,71.47,71.45,-0.03,134.11
1956,2010-07-07,2010,Jul,07,70.88,74.32,71.61,73.51,2.88,148.1
1955,2010-07-08,2010,Jul,08,73.71,75.25,74.2,74.71,1.63,147.17
1954,2010-07-09,2010,Jul,09,74.41,75.86,75.08,75.42,0.95,123.29
1953,2010-07-12,2010,Jul,12,73.85,75.72,75.19,74.37,-1.39,109.33
1952,2010-07-13,2010,Jul,13,73.67,76.98,74.49,76.65,3.07,124.02
1951,2010-07-14,2010,Jul,14,76.05,77.79,76.96,76.77,0.16,70.92
1950,2010-07-15,2010,Jul,15,75.28,77.4,76.24,76.19,-0.76,13.6
1949,2010-07-16,2010,Jul,16,74.64,76.48,76.38,75.37,-1.08,124.97
1948,2010-07-19,2010,Jul,19,74.77,77.2,75.13,75.62,0.33,146.29
1947,2010-07-20,2010,Jul,20,74.75,76.5,75.8,76.22,0.79,150.78
1946,2010-07-21,2010,Jul,21,75.06,77.2,76.33,75.37,-1.12,150.6
1945,2010-07-22,2010,Jul,22,74.91,77.92,75.44,77.82,3.25,167.71
1944,2010-07-23,2010,Jul,23,76.92,78.1,77.66,77.45,-0.48,119.51
1943,2010-07-26,2010,Jul,26,76.54,77.91,77.45,77.5,0.06,98.28
1942,2010-07-27,2010,Jul,27,75.48,78.25,77.45,76.13,-1.77,167.48
1941,2010-07-28,2010,Jul,28,74.8,76.4,75.86,76.06,-0.09,159.86
1940,2010-07-29,2010,Jul,29,75.6,78.16,75.98,77.59,2.01,209.06
1939,2010-07-30,2010,Jul,30,76.2,78.31,77.42,78.18,0.76,156.38
