Date,Price,Open,High,Low,Vol.,Change %
Aug 28, 2017,51.89,52.38,52.84,51.52,141.58,-0.99%
Aug 25, 2017,52.41,52.3,52.68,51.93,218.09,0.71%
Aug 24, 2017,52.04,52.55,52.71,51.61,255.76,-1.01%
Aug 23, 2017,52.57,51.68,52.63,51.45,287.20,1.35%
Aug 22, 2017,51.87,51.78,52.28,51.39,313.92,0.41%
Aug 21, 2017,51.66,53,53,51.3,271.57,-2.01%
Aug 18, 2017,52.72,50.89,52.96,50.78,317.44,3.31%
Aug 17, 2017,51.03,50.4,51.12,50,334.30,1.51%
Aug 16, 2017,50.27,50.98,51.4,50.15,305.55,-1.04%
Aug 15, 2017,50.8,50.65,51.15,50.02,334.16,0.14%
Aug 14, 2017,50.73,52.02,52.38,50.55,281.57,-2.63%
Aug 11, 2017,52.1,51.94,52.28,51.3,245.31,0.39%
Aug 10, 2017,51.9,52.72,53.64,51.67,450.28,-1.52%
Aug 09, 2017,52.7,51.99,52.85,51.81,265.61,1.07%
Aug 08, 2017,52.14,52.24,52.73,51.82,235.16,-0.44%
Aug 07, 2017,52.37,52.39,52.53,51.37,260.94,-0.10%
Aug 04, 2017,52.42,51.97,52.52,51.43,278.78,0.79%
Aug 03, 2017,52.01,52.24,52.89,51.77,402.66,-0.67%
Aug 02, 2017,52.36,51.38,52.43,51.18,406.42,1.12%
Aug 01, 2017,51.78,52.7,52.93,50.88,392.64,-1.65%
Jul 31, 2017,52.65,52.6,52.92,52.2,25.54,0.25%
Jul 28, 2017,52.52,51.6,52.7,51.31,159.15,2.00%
Jul 27, 2017,51.49,50.86,51.64,50.5,184.43,1.02%
Jul 26, 2017,50.97,50.63,51.06,50.07,258.95,1.53%
Jul 25, 2017,50.2,48.64,50.91,48.63,284.29,3.29%
Jul 24, 2017,48.6,47.96,48.77,47.68,287.93,1.12%
Jul 21, 2017,48.06,49.33,49.65,47.81,338.35,-2.52%
Jul 20, 2017,49.3,49.65,50.19,49.19,315.34,-0.80%
Jul 19, 2017,49.7,48.7,49.81,48.58,300.37,1.76%
Jul 18, 2017,48.84,48.4,49.41,48.24,251.50,0.87%
Jul 17, 2017,48.42,49.14,49.26,48.31,227.42,-1.00%
Jul 14, 2017,48.91,48.37,49.11,48.15,295.66,1.01%
Jul 13, 2017,48.42,47.7,48.53,47.18,262.63,1.42%
Jul 12, 2017,47.74,48.21,48.79,47.35,333.70,0.46%
Jul 11, 2017,47.52,46.99,48.21,46.29,283.39,1.37%
Jul 10, 2017,46.88,46.84,47.38,46.11,268.90,0.36%
Jul 07, 2017,46.71,47.76,47.76,46.28,302.32,-2.91%
Jul 06, 2017,48.11,48.28,49.18,47.77,308.26,0.67%
Jul 05, 2017,47.79,49.67,49.84,47,372.98,-3.67%
Jul 04, 2017,49.61,49.63,49.9,49.29,129.57,-0.14%
Jul 03, 2017,49.68,48.95,49.71,48.54,244.52,3.67%
Jun 30, 2017,47.92,47.46,48.12,47.46,26.18,1.05%
Jun 29, 2017,47.42,47.39,48.03,47.14,179.56,0.23%
Jun 28, 2017,47.31,46.25,47.47,46.25,162.58,1.41%
Jun 27, 2017,46.65,45.85,47.06,45.79,263.26,1.79%
Jun 26, 2017,45.83,45.63,46.24,45.04,203.22,0.64%
Jun 23, 2017,45.54,45.28,45.75,45.03,252.26,0.71%
Jun 22, 2017,45.22,44.81,45.79,44.53,346.76,0.89%
Jun 21, 2017,44.82,45.89,46.63,44.35,389.71,-2.61%
Jun 20, 2017,46.02,46.96,47.23,45.42,343.46,-1.90%
Jun 19, 2017,46.91,47.21,47.76,46.77,261.49,-0.97%
Jun 16, 2017,47.37,46.82,47.61,46.81,227.42,0.96%
Jun 15, 2017,46.92,46.8,47.2,46.7,301.40,-0.17%
Jun 14, 2017,47,48.18,48.69,46.74,464.42,-3.53%
Jun 13, 2017,48.72,48.32,48.82,47.87,321.28,0.89%
Jun 12, 2017,48.29,48.06,49.15,48.01,316.56,0.29%
Jun 09, 2017,48.15,47.79,48.56,47.4,285.82,0.61%
Jun 08, 2017,47.86,48.26,48.6,47.56,445.97,-0.42%
Jun 07, 2017,48.06,49.97,50.14,47.96,461.75,-4.11%
Jun 06, 2017,50.12,49.57,50.3,49,329.71,1.31%
Jun 05, 2017,49.47,49.87,50.74,49.04,348.41,-0.96%
Jun 02, 2017,49.95,50.23,50.52,48.95,451.46,-1.34%
Jun 01, 2017,50.63,51.17,51.45,50.23,462.92,0.64%
May 31, 2017,50.31,51.92,51.92,49.81,41.68,-2.95%
May 30, 2017,51.84,52.25,52.35,51.19,137.21,-0.86%
May 29, 2017,52.29,52.24,52.61,51.86,36.59,0.27%
May 26, 2017,52.15,51.38,52.3,50.71,265.83,1.34%
May 25, 2017,51.46,54.15,54.67,51.03,464.50,-4.63%
May 24, 2017,53.96,54.14,54.62,53.66,351.64,-0.35%
May 23, 2017,54.15,53.87,54.43,53.2,328.33,0.52%
May 22, 2017,53.87,53.85,54.37,53.66,379.12,0.48%
May 19, 2017,53.61,52.57,53.82,52.55,333.27,2.09%
May 18, 2017,52.51,52.19,52.74,51.11,363.69,0.57%
May 17, 2017,52.21,51.2,52.61,51.04,331.36,1.08%
May 16, 2017,51.65,51.88,52.36,51.1,340.96,-0.33%
May 15, 2017,51.82,50.89,52.63,50.74,331.42,1.93%
May 12, 2017,50.84,50.76,51.09,50.33,304.76,0.14%
May 11, 2017,50.77,50.28,51.16,50.25,315.59,1.10%
May 10, 2017,50.22,48.95,50.63,48.81,368.11,3.06%
May 09, 2017,48.73,49.44,49.72,48.39,332.91,-1.24%
May 08, 2017,49.34,49.27,49.92,48.48,400.72,0.49%
May 05, 2017,49.1,48.45,49.63,46.64,530.44,1.49%
May 04, 2017,48.38,50.59,50.73,48.16,541.58,-4.75%
May 03, 2017,50.79,50.99,51.14,50.2,357.19,0.65%
May 02, 2017,50.46,51.39,52.16,50.14,364.06,-2.06%
May 01, 2017,51.52,51.88,51.97,51.22,121.53,-0.41%
Apr 28, 2017,51.73,51.58,52.12,51.31,23.20,0.56%
Apr 27, 2017,51.44,51.57,51.76,50.45,187.13,-0.73%
Apr 26, 2017,51.82,51.81,52.46,51.38,206.56,-0.54%
Apr 25, 2017,52.1,51.6,52.39,51.3,272.76,0.97%
Apr 24, 2017,51.6,52.11,52.57,51.42,267.28,-0.69%
Apr 21, 2017,51.96,53,53.29,51.57,348.48,-1.94%
Apr 20, 2017,52.99,53.09,53.55,52.68,401.85,0.11%
Apr 19, 2017,52.93,54.78,55.2,52.58,435.41,-3.57%
Apr 18, 2017,54.89,55.39,55.48,54.61,373.10,-0.85%
Apr 17, 2017,55.36,55.55,55.98,55.29,158.97,-0.95%
Apr 13, 2017,55.89,55.66,56.06,55.56,325.31,0.05%
Apr 12, 2017,55.86,56.28,56.65,55.5,373.53,-0.66%
Apr 11, 2017,56.23,56.08,56.3,55.45,340.42,0.45%
Apr 10, 2017,55.98,55.19,56.05,55.19,298.90,1.34%
Apr 07, 2017,55.24,54.88,56.08,54.57,317.78,0.64%
Apr 06, 2017,54.89,54.13,55,54.02,239.47,0.97%
Apr 05, 2017,54.36,54.22,55.09,53.97,353.02,0.35%
Apr 04, 2017,54.17,53.18,54.38,52.73,302.11,1.98%
Apr 03, 2017,53.12,53.62,53.74,53.03,241.75,0.55%
Mar 31, 2017,52.83,52.83,53.45,52.35,27.46,-0.25%
Mar 30, 2017,52.96,52.39,53.1,52.03,128.55,1.03%
Mar 29, 2017,52.42,51.43,52.48,51.36,140.44,2.12%
Mar 28, 2017,51.33,50.77,51.87,50.77,186.41,1.14%
Mar 27, 2017,50.75,51.03,51.1,50.03,195.52,-0.10%
Mar 24, 2017,50.8,50.64,51.06,50.4,215.34,0.47%
Mar 23, 2017,50.56,50.83,51.1,50.25,320.21,-0.16%
Mar 22, 2017,50.64,50.86,50.98,49.71,327.91,-0.63%
Mar 21, 2017,50.96,51.7,52.22,50.73,291.71,-1.28%
Mar 20, 2017,51.62,51.8,51.94,51.01,239.25,-0.27%
Mar 17, 2017,51.76,51.74,52.18,51.53,220.35,0.04%
Mar 16, 2017,51.74,52.08,52.65,51.5,281.53,-0.14%
Mar 15, 2017,51.81,51.5,52.15,51.36,327.90,1.75%
Mar 14, 2017,50.92,51.34,51.86,50.25,411.63,-0.84%
Mar 13, 2017,51.35,51.49,51.7,50.85,276.76,-0.04%
Mar 10, 2017,51.37,52.33,53.02,51.14,351.34,-1.57%
Mar 09, 2017,52.19,53.49,53.86,51.5,504.12,-1.73%
Mar 08, 2017,53.11,55.63,55.77,52.93,444.13,-5.03%
Mar 07, 2017,55.92,55.95,56.65,55.56,269.52,-0.16%
Mar 06, 2017,56.01,55.8,56.25,55.32,224.20,0.20%
Mar 03, 2017,55.9,55.18,55.95,55.09,248.71,1.49%
Mar 02, 2017,55.08,56.31,56.44,55.03,350.12,-2.27%
Mar 01, 2017,56.36,56.45,57.05,56.24,261.74,1.39%
Feb 28, 2017,55.59,56.02,56.15,55.23,28.35,-0.61%
Feb 27, 2017,55.93,55.96,56.77,55.86,139.29,-0.11%
Feb 24, 2017,55.99,56.4,56.66,55.74,164.96,-1.04%
Feb 23, 2017,56.58,56.2,57.26,56.18,223.59,1.33%
Feb 22, 2017,55.84,56.74,57.01,55.64,245.16,-1.45%
Feb 21, 2017,56.66,56.17,57.31,56.1,335.44,0.85%
Feb 20, 2017,56.18,55.9,56.42,55.7,209.63,0.66%
Feb 17, 2017,55.81,55.73,55.88,55.1,270.49,0.29%
Feb 16, 2017,55.65,55.74,56.24,55.13,310.84,-0.18%
Feb 15, 2017,55.75,55.82,56.25,55.56,272.52,-0.39%
Feb 14, 2017,55.97,55.75,56.46,55.53,254.98,0.68%
Feb 13, 2017,55.59,56.68,56.81,55.41,234.31,-1.96%
Feb 10, 2017,56.7,55.66,56.88,55.59,284.71,1.92%
Feb 09, 2017,55.63,55.3,55.92,55.23,263.40,0.93%
Feb 08, 2017,55.12,54.5,55.68,54.44,409.83,0.13%
Feb 07, 2017,55.05,55.91,55.98,54.58,317.18,-1.20%
Feb 06, 2017,55.72,56.85,57.13,55.65,252.70,-1.92%
Feb 03, 2017,56.81,56.92,57.3,56.39,264.76,0.44%
Feb 02, 2017,56.56,56.53,57.45,56.33,297.35,-0.42%
Feb 01, 2017,56.8,55.55,56.83,55.36,301.24,1.97%
Jan 31, 2017,55.7,55.25,56,54.9,28.80,0.85%
Jan 30, 2017,55.23,55.47,55.7,54.97,104.90,-0.52%
Jan 27, 2017,55.52,56.09,56.5,54.86,142.07,-1.28%
Jan 26, 2017,56.24,55.39,56.55,55.21,265.72,2.11%
Jan 25, 2017,55.08,55.24,55.65,54.75,275.73,-0.65%
Jan 24, 2017,55.44,55.42,55.87,55.07,254.89,0.38%
Jan 23, 2017,55.23,55.7,55.75,54.65,305.85,-0.47%
Jan 20, 2017,55.49,54.33,55.8,54.18,293.54,2.46%
Jan 19, 2017,54.16,54.29,54.77,53.9,346.87,0.45%
Jan 18, 2017,53.92,55.48,55.9,53.77,360.15,-2.79%
Jan 17, 2017,55.47,55.74,56.95,55.4,335.73,-0.70%
Jan 16, 2017,55.86,55.64,55.92,55.19,112.58,0.74%
Jan 13, 2017,55.45,56,56.21,55.28,247.09,-1.00%
Jan 12, 2017,56.01,55.19,56.43,55.01,331.63,1.65%
Jan 11, 2017,55.1,53.8,55.67,53.7,419.90,2.72%
Jan 10, 2017,53.64,54.95,55.36,53.58,332.98,-2.37%
Jan 09, 2017,54.94,56.81,57,54.74,266.39,-3.78%
Jan 06, 2017,57.1,56.88,57.47,56.28,234.87,0.37%
Jan 05, 2017,56.89,56.35,57.35,56.01,269.61,0.76%
Jan 04, 2017,56.46,55.73,56.55,55.33,282.55,1.78%
Jan 03, 2017,55.47,57.05,58.37,55.3,340.82,-2.38%
Dec 30, 2016,56.82,57,57.2,56.46,129.10,1.21%
Dec 29, 2016,56.14,56.01,56.63,55.91,49.08,-0.14%
Dec 28, 2016,56.22,56.06,56.56,55.89,109.91,0.23%
Dec 27, 2016,56.09,55.18,57.15,55.04,67.84,1.69%
Dec 23, 2016,55.16,54.84,55.25,54.26,104.09,0.20%
Dec 22, 2016,55.05,54.55,55.23,54.05,194.66,1.08%
Dec 21, 2016,54.46,55.52,55.87,54.32,277.73,-1.61%
Dec 20, 2016,55.35,55.02,55.92,54.75,257.02,0.78%
Dec 19, 2016,54.92,55.4,55.8,54.69,228.39,-0.53%
Dec 16, 2016,55.21,54.11,55.38,53.71,229.19,2.20%
Dec 15, 2016,54.02,53.76,54.5,53.15,266.15,0.22%
Dec 14, 2016,53.9,55.16,55.81,53.52,353.97,-3.27%
Dec 13, 2016,55.72,55.7,56.44,55.13,283.43,0.05%
Dec 12, 2016,55.69,55.88,57.89,55.11,372.17,2.50%
Dec 09, 2016,54.33,53.97,54.46,53.77,264.80,0.82%
Dec 08, 2016,53.89,53.15,54.05,52.81,334.18,1.68%
Dec 07, 2016,53,53.94,54.23,52.92,298.57,-1.72%
Dec 06, 2016,53.93,54.5,54.94,53.51,280.65,-1.84%
Dec 05, 2016,54.94,54.4,55.33,53.77,288.55,0.88%
Dec 02, 2016,54.46,53.88,54.5,52.84,312.78,0.96%
Dec 01, 2016,53.94,51.72,54.53,51.51,460.86,6.88%
Nov 30, 2016,50.47,46.54,50.49,46.51,43.12,8.82%
Nov 29, 2016,46.38,48.07,48.1,45.92,133.11,-3.86%
Nov 28, 2016,48.24,46.71,48.81,46.28,207.96,2.12%
Nov 25, 2016,47.24,48.96,49.02,46.85,181.17,-3.59%
Nov 24, 2016,49,49.03,49.21,48.76,71.19,0.10%
Nov 23, 2016,48.95,49.2,49.5,48.56,275.29,-0.35%
Nov 22, 2016,49.12,49.25,49.96,48.14,436.93,0.45%
Nov 21, 2016,48.9,46.92,49.15,46.92,282.70,4.35%
Nov 18, 2016,46.86,46.05,46.99,45.75,249.34,0.80%
Nov 17, 2016,46.49,46.44,47.62,45.97,280.94,-0.30%
Nov 16, 2016,46.63,46.88,47.56,46.25,335.48,-0.68%
Nov 15, 2016,46.95,44.7,47.25,44.67,354.27,5.67%
Nov 14, 2016,44.43,44.54,44.99,43.57,260.15,-0.72%
Nov 11, 2016,44.75,45.8,45.89,44.19,286.71,-2.38%
Nov 10, 2016,45.84,46.36,46.92,45.56,302.45,-1.12%
Nov 09, 2016,46.36,46.04,46.95,44.4,448.12,0.70%
Nov 08, 2016,46.04,46.3,46.69,45.6,320.98,-0.24%
Nov 07, 2016,46.15,45.7,46.38,45.38,276.17,1.25%
Nov 04, 2016,45.58,46.43,46.56,45.08,384.56,-1.66%
Nov 03, 2016,46.35,47.15,47.52,45.99,283.66,-1.09%
Nov 02, 2016,46.86,47.9,48.02,46.46,366.82,-2.66%
