Date,Price,Open,High,Low,Vol.,Change %
Oct 01, 2015,47.69,48.4,49.84,47.62,239.32,-1.41%
Sep 30, 2015,48.37,47.96,49,47.79,219.89,0.29%
Sep 29, 2015,48.23,47.45,48.65,47.25,181.41,1.88%
Sep 28, 2015,47.34,48.34,48.44,47.25,188.28,-2.59%
Sep 25, 2015,48.6,48.17,49.1,47.86,189.40,0.89%
Sep 24, 2015,48.17,47.88,48.47,47.4,198.04,0.88%
Sep 23, 2015,47.75,49.08,50.25,47.68,232.27,-2.71%
Sep 22, 2015,49.08,48.5,49.21,47.7,185.41,0.33%
Sep 21, 2015,48.92,47.64,48.99,47.48,179.90,3.05%
Sep 18, 2015,47.47,49.26,49.75,47.16,225.72,-3.28%
Sep 17, 2015,49.08,49.98,50.14,48.32,228.86,-1.35%
Sep 16, 2015,49.75,48.06,50.34,47.71,288.33,6.69%
Sep 15, 2015,46.63,46.65,46.9,45.98,18.46,0.56%
Sep 14, 2015,46.37,48.08,48.35,46.26,104.06,-3.68%
Sep 11, 2015,48.14,48.64,48.98,47.16,143.41,-1.53%
Sep 10, 2015,48.89,47.46,48.95,46.76,192.42,2.75%
Sep 09, 2015,47.58,49.39,50.04,47.32,173.22,-3.92%
Sep 08, 2015,49.52,47.76,49.85,47.64,253.29,3.97%
Sep 07, 2015,47.63,49.27,49.44,47.5,94.80,-3.99%
Sep 04, 2015,49.61,50.69,51.05,49.25,221.22,-2.11%
Sep 03, 2015,50.68,50.58,52.46,49.82,270.54,0.36%
Sep 02, 2015,50.5,48.62,51,47.74,324.84,1.90%
Sep 01, 2015,49.56,52.92,53.47,48.47,373.64,-8.48%
Aug 31, 2015,54.15,50.05,54.32,48.25,321.32,8.19%
Aug 28, 2015,50.05,47.4,50.98,46.61,418.78,5.24%
Aug 27, 2015,47.56,43.75,47.75,43.7,333.70,10.25%
Aug 26, 2015,43.14,43.32,43.76,42.81,267.56,-0.16%
Aug 25, 2015,43.21,42.79,44.5,42.68,292.10,1.22%
Aug 24, 2015,42.69,45.35,45.46,42.23,305.73,-6.09%
Aug 21, 2015,45.46,46.34,46.51,45.07,231.80,-2.49%
Aug 20, 2015,46.62,47.03,47.38,46.03,221.54,-1.15%
Aug 19, 2015,47.16,48.5,49.11,46.78,250.81,-3.38%
Aug 18, 2015,48.81,48.55,49.04,48.25,191.53,0.14%
Aug 17, 2015,48.74,48.76,49.44,48.35,195.61,-0.59%
Aug 14, 2015,49.03,49.11,49.52,48.8,21.37,-0.39%
Aug 13, 2015,49.22,49.82,50.39,48.85,115.92,-0.89%
Aug 12, 2015,49.66,49.38,50.01,48.72,153.81,0.98%
Aug 11, 2015,49.18,50.22,51.1,48.61,223.21,-2.44%
Aug 10, 2015,50.41,48.43,50.49,48.24,208.26,3.70%
Aug 07, 2015,48.61,49.62,50.06,48.42,245.82,-1.84%
Aug 06, 2015,49.52,49.72,49.83,48.88,236.36,-0.14%
Aug 05, 2015,49.59,50.14,50.99,49.02,280.76,-0.80%
Aug 04, 2015,49.99,49.7,50.45,49.58,221.65,0.95%
Aug 03, 2015,49.52,51.55,52.01,49.36,306.50,-5.15%
Jul 31, 2015,52.21,53.43,53.47,51.63,212.82,-2.06%
Jul 30, 2015,53.31,53.6,54.38,53.02,217.29,-0.13%
Jul 29, 2015,53.38,52.99,54.33,52.51,290.43,0.15%
Jul 28, 2015,53.3,53.08,54.08,52.28,290.60,-0.32%
Jul 27, 2015,53.47,54.45,54.89,52.83,226.37,-2.11%
Jul 24, 2015,54.62,55.39,55.6,54.3,195.04,-1.18%
Jul 23, 2015,55.27,56.04,56.53,55.1,207.13,-1.53%
Jul 22, 2015,56.13,56.88,56.9,55.92,221.46,-1.60%
Jul 21, 2015,57.04,56.55,57.44,56.33,188.88,0.69%
Jul 20, 2015,56.65,57.12,57.44,56.33,161.06,-0.79%
Jul 17, 2015,57.1,56.93,57.35,56.4,157.13,-0.71%
Jul 16, 2015,57.51,57.31,58.21,56.95,14.29,0.81%
Jul 15, 2015,57.05,58.63,58.81,56.86,79.69,-2.50%
Jul 14, 2015,58.51,57.71,58.82,56.43,143.12,1.14%
Jul 13, 2015,57.85,58.35,58.83,56.84,176.87,-1.50%
Jul 10, 2015,58.73,58.49,59.66,57.86,154.37,0.20%
Jul 09, 2015,58.61,57.1,59.27,57.01,277.59,2.73%
Jul 08, 2015,57.05,57.25,57.75,55.87,301.11,0.35%
Jul 07, 2015,56.85,56.85,57.83,55.1,331.59,0.55%
Jul 06, 2015,56.54,60,60,56.38,294.89,-6.27%
Jul 03, 2015,60.32,61.73,62.06,60.12,107.25,-2.82%
Jul 02, 2015,62.07,61.92,63.2,61.75,206.00,0.10%
Jul 01, 2015,62.01,63.02,63.35,61.84,266.62,-2.48%
Jun 30, 2015,63.59,61.77,63.83,61.71,256.88,2.55%
Jun 29, 2015,62.01,62.85,62.96,61.35,266.55,-1.98%
Jun 26, 2015,63.26,63.34,63.62,62.5,212.12,0.09%
Jun 25, 2015,63.2,63.5,63.95,62.72,213.75,-0.46%
Jun 24, 2015,63.49,64.66,65.05,63.01,256.39,-1.49%
Jun 23, 2015,64.45,63.21,64.89,62.76,266.02,1.75%
Jun 22, 2015,63.34,62.57,63.74,62.1,216.39,0.51%
Jun 19, 2015,63.02,64.2,64.56,62.34,216.17,-1.93%
Jun 18, 2015,64.26,63.74,64.96,63.44,217.21,0.61%
Jun 17, 2015,63.87,63.6,65.47,62.6,331.88,0.27%
Jun 16, 2015,63.7,63.8,64.41,63.42,279.74,1.74%
Jun 15, 2015,62.61,63.62,63.96,62.24,26.68,-1.97%
Jun 12, 2015,63.87,64.87,64.95,63.68,101.41,-1.90%
Jun 11, 2015,65.11,65.57,66.06,64.5,113.46,-0.90%
Jun 10, 2015,65.7,65.04,66.36,64.88,210.40,1.26%
Jun 09, 2015,64.88,62.81,65.23,62.72,223.36,3.49%
Jun 08, 2015,62.69,63.06,63.38,62.47,205.40,-0.98%
Jun 05, 2015,63.31,62.08,63.43,60.94,248.87,2.06%
Jun 04, 2015,62.03,63.81,64.08,61.78,235.21,-2.77%
Jun 03, 2015,63.8,65.38,65.4,63.5,262.66,-2.58%
Jun 02, 2015,65.49,64.9,65.88,64.58,245.91,0.94%
Jun 01, 2015,64.88,65.59,65.8,64.25,217.98,-1.04%
May 29, 2015,65.56,62.89,65.83,62.68,278.46,4.76%
May 28, 2015,62.58,62.2,62.95,61.24,238.59,0.84%
May 27, 2015,62.06,63.89,64.67,61.96,257.06,-2.61%
May 26, 2015,63.72,65.7,65.7,63.29,224.13,-2.75%
May 25, 2015,65.52,65.56,66.22,64.72,41.14,0.23%
May 22, 2015,65.37,66.59,66.64,65.1,184.55,-1.76%
May 21, 2015,66.54,64.89,66.88,64.83,250.91,2.32%
May 20, 2015,65.03,64.49,65.18,64.1,210.40,1.58%
May 19, 2015,64.02,66.19,66.39,63.95,253.35,-3.40%
May 18, 2015,66.27,66.91,67.88,65.92,198.22,-0.81%
May 15, 2015,66.81,66.75,67,65.37,206.14,0.33%
May 14, 2015,66.59,66.54,67.29,66.25,23.19,-0.33%
May 13, 2015,66.81,67.32,68.17,66.41,120.83,-0.07%
May 12, 2015,66.86,64.77,67.46,64.68,183.27,3.00%
May 11, 2015,64.91,65.37,65.75,64.25,202.51,-0.73%
May 08, 2015,65.39,65.64,66.12,64.23,248.59,-0.23%
May 07, 2015,65.54,67.37,68.49,65.17,292.89,-3.29%
May 06, 2015,67.77,67.71,69.63,67.35,296.74,0.37%
May 05, 2015,67.52,66.33,68.4,66.14,255.64,1.61%
May 04, 2015,66.45,66.4,67.1,65.95,120.21,-0.02%
May 01, 2015,66.46,66.78,66.93,65.52,189.32,-0.48%
Apr 30, 2015,66.78,65.63,66.93,65.37,223.48,1.43%
Apr 29, 2015,65.84,64.64,66.72,64.13,238.44,1.86%
Apr 28, 2015,64.64,64.74,65.49,63.9,196.46,-0.29%
Apr 27, 2015,64.83,65.47,65.61,64.4,189.77,-0.69%
Apr 24, 2015,65.28,64.75,65.8,64.48,259.49,0.66%
Apr 23, 2015,64.85,62.88,65.58,62.22,326.74,3.38%
Apr 22, 2015,62.73,61.9,63.33,61.39,230.06,1.05%
Apr 21, 2015,62.08,63.52,63.52,61.65,218.31,-2.16%
Apr 20, 2015,63.45,63.85,64.4,62.1,239.80,0.00%
Apr 17, 2015,63.45,64.02,64.5,62.95,220.12,-0.83%
Apr 16, 2015,63.98,62.9,64.95,62,293.49,6.07%
Apr 15, 2015,60.32,58.74,60.45,58.74,21.18,3.23%
Apr 14, 2015,58.43,58.17,59.24,57.76,106.80,0.86%
Apr 13, 2015,57.93,58.02,59.54,57.46,119.32,0.10%
Apr 10, 2015,57.87,56.84,58.12,56.25,137.66,2.30%
Apr 09, 2015,56.57,56.1,58.02,55.97,174.81,1.84%
Apr 08, 2015,55.55,58.3,58.72,55.45,250.56,-6.01%
Apr 07, 2015,59.1,57.8,59.27,57.02,236.71,1.69%
Apr 06, 2015,58.12,55.18,58.24,55.08,126.80,5.77%
Apr 02, 2015,54.95,56.72,57.28,54,288.97,-3.77%
Apr 01, 2015,57.1,55.18,57.69,54.7,256.90,3.61%
Mar 31, 2015,55.11,56.31,56.33,54.72,238.49,-2.10%
Mar 30, 2015,56.29,55.96,56.65,55.2,220.11,-0.21%
Mar 27, 2015,56.41,58.97,59.04,55.95,223.86,-4.70%
Mar 26, 2015,59.19,56.35,59.78,56.3,334.87,4.80%
Mar 25, 2015,56.48,55.09,57.17,54.7,256.04,2.49%
Mar 24, 2015,55.11,55.83,56.79,54.85,197.48,-1.45%
Mar 23, 2015,55.92,55.24,56.19,54.12,191.64,1.08%
Mar 20, 2015,55.32,54.46,55.67,53.55,186.67,1.64%
Mar 19, 2015,54.43,56.18,56.2,53.91,209.65,-2.65%
Mar 18, 2015,55.91,53.28,56.84,52.68,262.44,4.49%
Mar 17, 2015,53.51,54.1,54.38,52.57,240.29,0.13%
Mar 16, 2015,53.44,54.41,54.64,52.5,15.64,-2.25%
Mar 13, 2015,54.67,57.03,57.4,54.43,84.09,-4.22%
Mar 12, 2015,57.08,57.92,58.81,56.51,129.73,-0.80%
Mar 11, 2015,57.54,56.45,57.95,55.92,176.06,2.04%
Mar 10, 2015,56.39,58.37,58.72,56.12,191.78,-3.66%
Mar 09, 2015,58.53,59.62,60.02,58.38,194.78,-2.01%
Mar 06, 2015,59.73,60.75,61.3,59.17,181.48,-1.24%
Mar 05, 2015,60.48,60.6,61.57,60.08,215.12,-0.12%
Mar 04, 2015,60.55,60.85,60.94,59.47,260.54,-0.77%
Mar 03, 2015,61.02,60,61.81,59.84,281.78,2.49%
Mar 02, 2015,59.54,62.5,62.5,59.34,286.07,-4.86%
Feb 27, 2015,62.58,60.75,62.83,60.51,255.02,4.21%
Feb 26, 2015,60.05,61.85,62.63,59.66,261.45,-2.56%
Feb 25, 2015,61.63,58.75,61.73,58.41,279.65,5.06%
Feb 24, 2015,58.66,59.09,60.3,58.1,245.52,-0.41%
Feb 23, 2015,58.9,60.3,60.67,58.37,268.64,-2.19%
Feb 20, 2015,60.22,60.2,61.15,59.82,221.76,0.02%
Feb 19, 2015,60.21,59.54,60.99,57.8,303.86,-0.53%
Feb 18, 2015,60.53,62.3,62.46,60.09,224.10,-3.20%
Feb 17, 2015,62.53,61.68,63,60.27,277.97,1.84%
Feb 16, 2015,61.4,61.49,62.57,60.71,171.27,-0.20%
Feb 13, 2015,61.52,59.27,61.77,59.08,348.80,7.84%
Feb 12, 2015,57.05,55.12,57.5,54.72,16.21,4.37%
Feb 11, 2015,54.66,56.81,57,53.91,116.81,-3.14%
Feb 10, 2015,56.43,57.79,58.57,56.11,157.17,-3.27%
Feb 09, 2015,58.34,57.93,59.61,57.3,213.52,0.93%
Feb 06, 2015,57.8,56.74,59.06,56.71,253.31,2.17%
Feb 05, 2015,56.57,54.8,57.87,53.07,338.82,4.45%
Feb 04, 2015,54.16,57.19,58.06,53.5,359.74,-6.48%
Feb 03, 2015,57.91,55,59,54.84,414.59,5.77%
Feb 02, 2015,54.75,52.68,55.62,51.41,402.07,3.32%
Jan 30, 2015,52.99,49.15,53.08,48.76,335.02,7.86%
Jan 29, 2015,49.13,48.69,49.25,48.37,236.63,1.36%
Jan 28, 2015,48.47,49.1,49.72,48.29,275.15,-2.28%
Jan 27, 2015,49.6,48.25,49.99,47.67,249.57,2.99%
Jan 26, 2015,48.16,48.56,49.29,47.57,241.38,-1.29%
Jan 23, 2015,48.79,49.11,49.8,48.55,245.34,0.56%
Jan 22, 2015,48.52,48.6,50.45,48.02,321.47,-1.04%
Jan 21, 2015,49.03,48.29,49.59,48.21,268.65,2.17%
Jan 20, 2015,47.99,48.91,49.48,47.78,259.58,-1.74%
Jan 19, 2015,48.84,50.1,50.35,48.68,106.77,-2.65%
Jan 16, 2015,50.17,48.25,50.41,48.07,293.49,5.24%
Jan 15, 2015,47.67,48.68,50.62,47,17.93,-2.09%
Jan 14, 2015,48.69,46.84,49.21,45.59,122.34,4.51%
Jan 13, 2015,46.59,47.06,47.29,45.19,208.06,-1.77%
Jan 12, 2015,47.43,49.93,49.98,47.16,223.92,-5.35%
Jan 09, 2015,50.11,51.25,51.44,48.9,285.72,-1.67%
Jan 08, 2015,50.96,51.06,51.91,49.81,243.42,-0.37%
Jan 07, 2015,51.15,51.15,51.84,49.66,318.28,0.10%
Jan 06, 2015,51.1,53.2,53.6,50.52,338.88,-3.78%
Jan 05, 2015,53.11,56.25,56.3,52.66,289.89,-5.87%
Jan 02, 2015,56.42,58.02,58.54,55.48,177.98,-1.59%
Dec 31, 2014,57.33,57.35,57.68,55.81,148.14,-0.98%
Dec 30, 2014,57.9,57.93,58.39,56.74,154.11,0.03%
Dec 29, 2014,57.88,59.65,60.43,57.37,155.11,-2.64%
Dec 26, 2014,59.45,60.19,60.97,59.21,48.78,-1.31%
Dec 24, 2014,60.24,61.63,61.71,59.37,108.67,-2.35%
Dec 23, 2014,61.69,60.24,62.14,59.84,159.86,2.63%
Dec 22, 2014,60.11,61.99,62.97,59.84,195.79,-2.07%
Dec 19, 2014,61.38,59.85,62.66,59.05,222.07,3.56%
Dec 18, 2014,59.27,60.94,63.7,59.17,294.89,-3.12%
Dec 17, 2014,61.18,59.9,63.4,58.71,304.05,2.21%
Dec 16, 2014,59.86,60.65,61.01,58.5,19.70,-1.97%
Dec 15, 2014,61.06,61.2,63.25,60.2,107.89,-1.28%
Dec 12, 2014,61.85,63.01,63.66,61.35,153.89,-2.87%
Dec 11, 2014,63.68,64.47,65.13,63.05,185.63,-0.87%
Dec 10, 2014,64.24,66.25,66.36,63.56,249.64,-3.89%
Dec 09, 2014,66.84,66,67.04,65.29,190.52,0.98%
Dec 08, 2014,66.19,68.79,68.79,65.93,191.67,-4.17%
Dec 05, 2014,69.07,69.53,69.82,68.1,196.04,-0.82%
Dec 04, 2014,69.64,70.15,70.6,68.81,190.55,-0.40%
Dec 03, 2014,69.92,70.95,71.46,69.5,244.86,-0.88%
Dec 02, 2014,70.54,72.51,73.03,70.4,252.52,-2.76%
Dec 01, 2014,72.54,70.15,73.02,67.53,369.85,3.41%
Nov 28, 2014,70.15,72.58,73.41,69.78,262.03,-3.35%
Nov 27, 2014,72.58,77.4,77.46,71.25,244.65,-6.65%
Nov 26, 2014,77.75,78.28,78.86,77.3,202.19,-0.74%
Nov 25, 2014,78.33,79.45,80.44,78.05,256.83,-1.69%
Nov 24, 2014,79.68,80.5,80.85,79.4,151.15,-0.85%
Nov 21, 2014,80.36,79.95,81.61,79.07,264.61,1.30%
Nov 20, 2014,79.33,78.16,79.95,77.56,206.38,1.57%
Nov 19, 2014,78.1,78.41,79.45,78.04,247.15,-0.47%
Nov 18, 2014,78.47,79.01,79.95,78.21,209.55,-1.06%
Nov 17, 2014,79.31,79.5,79.6,77.94,189.08,-0.13%
Nov 14, 2014,79.41,77.67,79.75,76.76,267.61,1.91%
Nov 13, 2014,77.92,79.97,80.2,77.83,21.79,-3.06%
Nov 12, 2014,80.38,81.25,81.65,79.72,116.12,-1.58%
Nov 11, 2014,81.67,82.13,82.38,80.46,213.42,-0.81%
Nov 10, 2014,82.34,83.26,84.97,81.88,219.91,-1.26%
Nov 07, 2014,83.39,82.67,83.86,82.16,195.44,0.64%
Nov 06, 2014,82.86,83.1,83.27,82.05,224.78,-0.11%
Nov 05, 2014,82.95,82.78,84.45,81.63,364.45,0.16%
Nov 04, 2014,82.82,84.21,84.43,82.08,313.67,-2.31%
Nov 03, 2014,84.78,85.85,86.4,84.01,248.17,-1.26%
Oct 31, 2014,85.86,86.02,86.25,84.6,225.37,-0.44%
Oct 30, 2014,86.24,86.93,87.1,85.71,191.86,-1.01%
Oct 29, 2014,87.12,86.1,87.94,86.06,243.75,1.27%
Oct 28, 2014,86.03,85.5,86.38,85.08,198.83,0.23%
Oct 27, 2014,85.83,86.08,86.25,84.55,228.43,-0.35%
Oct 24, 2014,86.13,86.78,86.78,85.29,208.22,-0.81%
Oct 23, 2014,86.83,84.71,87.19,84.12,306.98,2.50%
Oct 22, 2014,84.71,86.46,87.07,84.47,264.81,-1.75%
Oct 21, 2014,86.22,85.13,86.49,85.1,258.39,0.96%
Oct 20, 2014,85.4,86.35,86.7,84.41,247.60,-0.88%
Oct 17, 2014,86.16,86.5,87.34,85.49,280.47,2.00%
Oct 16, 2014,84.47,83.45,85,82.6,14.94,0.82%
Oct 15, 2014,83.78,85.54,85.62,83.02,86.48,-1.48%
Oct 14, 2014,85.04,88.23,88.74,84.48,141.66,-4.33%
Oct 13, 2014,88.89,89.89,90.18,87.74,146.53,-1.46%
Oct 10, 2014,90.21,89.1,90.49,88.11,197.68,0.18%
Oct 09, 2014,90.05,91.62,91.85,88.42,216.47,-1.46%
Oct 08, 2014,91.38,91.89,91.89,90.57,207.63,-0.79%
Oct 07, 2014,92.11,92.81,92.99,91.4,222.63,-0.73%
Oct 06, 2014,92.79,91.9,93.21,91.25,203.60,0.52%
Oct 03, 2014,92.31,93.75,94.06,91.48,239.60,-1.19%
Oct 02, 2014,93.42,94.3,94.37,91.55,285.90,-0.79%
Oct 01, 2014,94.16,94.77,96.23,93.78,247.99,-0.54%
Sep 30, 2014,94.67,97.15,97.8,94.24,261.95,-2.60%
Sep 29, 2014,97.2,96.81,97.34,96.27,170.23,0.21%
Sep 26, 2014,97,97.11,97.5,96.46,165.60,0.00%
Sep 25, 2014,97,97.03,97.56,96.22,190.33,0.05%
Sep 24, 2014,96.95,96.89,97.33,95.6,216.74,0.10%
Sep 23, 2014,96.85,96.91,97.59,96.55,192.36,-0.12%
Sep 22, 2014,96.97,98.5,98.5,96.38,171.14,-1.44%
Sep 19, 2014,98.39,97.65,98.49,97.18,158.39,0.71%
Sep 18, 2014,97.7,98.69,99.14,97.42,193.58,-1.28%
Sep 17, 2014,98.97,98.95,99.61,98.51,190.17,-0.08%
Sep 16, 2014,99.05,97.96,99.45,97.44,199.77,2.48%
Sep 15, 2014,96.65,96.9,97.33,96.21,19.95,-0.47%
Sep 12, 2014,97.11,98.25,98.8,96.83,103.49,-0.99%
Sep 11, 2014,98.08,98.12,98.49,96.72,144.79,0.04%
Sep 10, 2014,98.04,99.35,99.47,97.6,203.28,-1.13%
Sep 09, 2014,99.16,100.2,100.62,99.03,172.50,-1.04%
Sep 08, 2014,100.2,100.8,101,99.36,197.61,-0.61%
Sep 05, 2014,100.82,101.87,102.44,100.35,202.14,-0.99%
Sep 04, 2014,101.83,102.41,102.95,101.7,218.44,-0.91%
Sep 03, 2014,102.77,100.4,103.13,100.4,233.64,2.42%
Sep 02, 2014,100.34,102.64,102.86,100.17,243.85,-2.38%
Sep 01, 2014,102.79,102.95,103.3,102.56,73.33,-0.39%
Aug 29, 2014,103.19,102.51,103.3,102.49,169.33,0.71%
Aug 28, 2014,102.46,102.54,103.2,102.25,184.78,-0.25%
Aug 27, 2014,102.72,102.42,103.07,102.05,146.23,0.21%
Aug 26, 2014,102.5,102.71,103.4,102.35,149.83,-0.15%
Aug 25, 2014,102.65,102.1,102.82,101.65,82.94,0.35%
Aug 22, 2014,102.29,102.67,102.83,102,132.51,-0.33%
Aug 21, 2014,102.63,102.14,102.79,101.21,179.61,0.34%
Aug 20, 2014,102.28,101.5,102.37,101.44,166.19,0.71%
Aug 19, 2014,101.56,101.62,102.07,101.07,177.10,-0.04%
Aug 18, 2014,101.6,103.21,103.3,101.11,181.10,-1.86%
Aug 15, 2014,103.53,102.05,103.76,102.05,199.63,1.49%
Aug 14, 2014,102.01,104.06,104.33,101.92,18.57,-2.18%
Aug 13, 2014,104.28,102.84,104.35,102.37,99.10,1.22%
Aug 12, 2014,103.02,104.5,104.61,102.65,139.91,-1.59%
Aug 11, 2014,104.68,105,105.43,104.35,143.61,-0.32%
Aug 08, 2014,105.02,105.67,106.85,104.67,203.74,-0.40%
Aug 07, 2014,105.44,104.64,105.92,104.16,189.82,0.81%
Aug 06, 2014,104.59,104.88,105.44,104.54,204.92,-0.02%
Aug 05, 2014,104.61,105.5,105.65,104.07,209.18,-0.76%
Aug 04, 2014,105.41,104.82,105.71,104.52,207.79,0.54%
Aug 01, 2014,104.84,105.6,106.12,104.39,216.36,-1.11%
Jul 31, 2014,106.02,106.06,106.59,105.41,234.55,-0.46%
Jul 30, 2014,106.51,107.5,107.86,105.84,218.39,-1.12%
Jul 29, 2014,107.72,107.46,108.05,107.13,176.64,0.14%
Jul 28, 2014,107.57,108.3,108.38,107.01,139.52,-0.76%
Jul 25, 2014,108.39,107.2,108.46,106.73,253.17,1.23%
Jul 24, 2014,107.07,108.15,108.21,106.83,179.57,-0.89%
Jul 23, 2014,108.03,106.87,108.25,106.87,207.15,0.65%
Jul 22, 2014,107.33,107.8,108.4,106.83,183.10,-0.33%
Jul 21, 2014,107.68,107.15,107.87,106.79,211.70,0.41%
Jul 18, 2014,107.24,108.5,108.62,106.94,210.88,-0.60%
Jul 17, 2014,107.89,107.13,108.6,106.8,296.51,1.93%
Jul 16, 2014,105.85,105.9,106.58,105.72,11.52,-0.16%
Jul 15, 2014,106.02,106.81,106.9,104.39,63.86,-0.90%
Jul 14, 2014,106.98,106.42,107.5,106.21,99.20,0.30%
Jul 11, 2014,106.66,108.58,108.74,106.27,171.04,-1.85%
Jul 10, 2014,108.67,108.15,108.88,107.76,152.47,0.36%
Jul 09, 2014,108.28,108.97,109,108.12,173.18,-0.61%
Jul 08, 2014,108.94,110,110.16,108.69,232.73,-1.18%
Jul 07, 2014,110.24,110.65,110.92,109.88,152.51,-0.36%
Jul 04, 2014,110.64,111.05,111.29,110.56,71.85,-0.32%
Jul 03, 2014,111,111,111.17,110.53,218.98,-0.22%
Jul 02, 2014,111.24,112.19,112.42,110.92,269.76,-0.94%
Jul 01, 2014,112.29,112.5,112.83,111.85,229.19,-0.06%
Jun 30, 2014,112.36,113.3,113.3,112.16,221.84,-0.83%
Jun 27, 2014,113.3,113.07,113.71,112.9,135.71,0.08%
Jun 26, 2014,113.21,114.24,114.29,113,180.86,-0.69%
Jun 25, 2014,114,114.31,114.65,113.23,211.91,-0.40%
Jun 24, 2014,114.46,113.9,114.83,113.55,230.49,0.30%
Jun 23, 2014,114.12,114.99,115.66,113.86,220.72,-0.60%
Jun 20, 2014,114.81,114.92,115.11,114.43,198.84,-0.22%
Jun 19, 2014,115.06,114.22,115.71,114.15,250.24,0.70%
Jun 18, 2014,114.26,113.46,114.54,113.05,240.75,0.71%
Jun 17, 2014,113.45,112.97,113.8,112.16,240.52,0.45%
Jun 16, 2014,112.94,112.73,113.28,112.33,175.90,-0.41%
Jun 13, 2014,113.41,113.75,114.69,112.75,16.05,0.35%
Jun 12, 2014,113.02,110.09,113.34,110,133.07,2.79%
Jun 11, 2014,109.95,109.61,110.25,109.44,131.57,0.39%
Jun 10, 2014,109.52,109.95,110.32,109.1,214.92,-0.43%
Jun 09, 2014,109.99,108.68,110.16,108.55,189.21,1.27%
Jun 06, 2014,108.61,108.85,109.31,108.46,155.00,-0.17%
Jun 05, 2014,108.79,108.13,108.96,107.77,193.33,0.36%
Jun 04, 2014,108.4,108.89,109.5,108.07,211.09,-0.39%
Jun 03, 2014,108.82,108.8,108.98,108.32,177.67,-0.01%
Jun 02, 2014,108.83,109.7,109.87,108.62,194.25,-0.53%
May 30, 2014,109.41,110.02,110.13,109.22,175.05,-0.51%
May 29, 2014,109.97,109.89,110.46,109.72,174.68,0.15%
May 28, 2014,109.81,110.22,110.4,109.41,175.31,-0.19%
May 27, 2014,110.02,110.35,110.8,109.71,173.41,-0.27%
May 26, 2014,110.32,110.4,110.55,109.75,29.31,-0.20%
May 23, 2014,110.54,110.38,110.7,110.25,143.66,0.16%
May 22, 2014,110.36,110.49,111.04,110.17,200.09,-0.17%
May 21, 2014,110.55,109.76,110.73,109.7,220.00,0.78%
May 20, 2014,109.69,109.33,110,109.1,172.79,0.29%
May 19, 2014,109.37,109.82,110.33,109.3,171.71,-0.35%
May 16, 2014,109.75,108.96,110.05,108.88,229.93,-0.62%
May 15, 2014,110.44,110.21,110.6,109.75,20.37,0.23%
May 14, 2014,110.19,109.39,110.41,109.32,115.26,0.87%
May 13, 2014,109.24,108.37,109.46,108.05,130.64,0.77%
May 12, 2014,108.41,107.94,108.77,107.94,145.65,0.48%
May 09, 2014,107.89,108.08,109.02,107.64,179.23,-0.14%
May 08, 2014,108.04,108.07,108.15,107.38,163.88,-0.08%
May 07, 2014,108.13,107.17,108.25,106.96,217.14,1.00%
May 06, 2014,107.06,107.53,108.21,106.97,194.54,-0.61%
May 05, 2014,107.72,108.92,108.92,107.05,139.53,-0.80%
May 02, 2014,108.59,107.72,108.99,107.6,215.15,0.77%
May 01, 2014,107.76,108.08,108.12,106.85,186.88,-0.29%
Apr 30, 2014,108.07,108.8,108.8,107.55,213.56,-0.84%
Apr 29, 2014,108.98,108.13,109.37,108,206.50,0.80%
Apr 28, 2014,108.12,109.5,110.2,107.86,246.47,-1.33%
Apr 25, 2014,109.58,110.33,110.63,109.25,216.21,-0.68%
Apr 24, 2014,110.33,109.22,110.65,109.07,215.43,1.12%
Apr 23, 2014,109.11,109.5,109.54,108.6,181.74,-0.15%
Apr 22, 2014,109.27,109.94,109.99,108.53,201.11,-0.62%
Apr 21, 2014,109.95,109.76,110.05,108.89,71.87,0.38%
Apr 17, 2014,109.53,109.6,110.19,109.08,163.99,-0.06%
Apr 16, 2014,109.6,109.43,110.36,109,229.36,0.79%
Apr 15, 2014,108.74,108.92,109.11,108.27,19.55,-0.30%
Apr 14, 2014,109.07,107.42,109.12,107.26,95.83,1.62%
Apr 11, 2014,107.33,107.35,107.87,106.98,105.40,-0.12%
Apr 10, 2014,107.46,107.9,107.92,107.26,124.82,-0.48%
Apr 09, 2014,107.98,107.5,108.14,107.12,144.72,0.29%
Apr 08, 2014,107.67,105.97,107.85,105.78,193.36,1.75%
Apr 07, 2014,105.82,106.35,106.63,105.13,215.20,-0.84%
Apr 04, 2014,106.72,106.17,107.04,106.1,184.07,0.54%
Apr 03, 2014,106.15,104.59,106.32,104.45,220.54,1.30%
Apr 02, 2014,104.79,105.32,105.85,103.95,271.60,-0.79%
Apr 01, 2014,105.62,107.66,107.8,105.1,195.03,-1.99%
Mar 31, 2014,107.76,108,108.33,107.05,145.62,-0.29%
Mar 28, 2014,108.07,107.73,108.39,107.62,140.35,0.22%
Mar 27, 2014,107.83,107,107.99,106.77,184.83,0.75%
Mar 26, 2014,107.03,106.97,107.35,106.48,166.38,0.04%
Mar 25, 2014,106.99,106.59,107.48,106.44,167.09,0.17%
Mar 24, 2014,106.81,107.01,107.5,106.45,142.79,-0.10%
Mar 21, 2014,106.92,106.22,107.77,106.01,167.80,0.44%
Mar 20, 2014,106.45,105.9,106.75,105.41,205.21,0.57%
